1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1
1,0,10,10,1,1,1,1,0,0,1,1,1,10,10,1,0,1,0,1
1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
1,0,0,0,5,0,0,10,0,0,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,2,10,0,0,1,1,0,0,0,0,0,0,0,1
1,10,10,10,10,10,10,1,0,0,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1,1,10,10,10,10,10,10,9,1
1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,10,0,1
1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,10,0,10,0,1
1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,10,0,10,0,1
1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,10,0,6,0,1
1,1,1,1,1,1,1,1,0,0,1,1,3,1,7,10,0,0,0,1
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
