1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,1
1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1,0,0,0,1,0,1,8,1,8,8,8,8,1,1,1,1,1,0,1
1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
1,0,1,8,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
1,0,1,0,1,0,1,0,1,0,0,0,0,5,10,1,0,0,0,1
1,0,1,0,1,0,1,0,1,8,1,1,1,1,0,1,0,0,0,1
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,9,1
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
1,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,9,1,0,0,9,1,9,1,7,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
