1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1
1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1
1,1,1,0,0,0,0,0,0,0,0,7,0,0,0,7,7,0,0,1
1,0,0,0,9,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
1,0,0,9,0,0,0,0,0,0,0,1,8,8,1,0,0,0,0,1
1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,8,8,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,9,9,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1,2,0,7,1,1,1,0,0,0,0,0,0,0,0,1,9,0,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
