1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,5,0,0,1,3,0,0,0,2,1,0,0,0,0,0,0,0,1
1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5,4,0,0,1
1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1
1,0,0,1,1,1,1,10,10,10,1,0,0,0,1,1,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
