1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,10,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1
1,0,0,0,1,0,0,0,1,8,1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7,1
1,10,1,0,1,7,0,0,1,0,1,0,0,1,1,1,1,1,1,1
1,0,1,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,0,0,0,0,0,1,1,1,10,10,1,1,1,1,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,5,0,0,0,1,2,5,0,0,0,0,0,0,7,7,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
